OBJECTID,SciName,CommName_E,CommName_F,Population,SpeciesID,SiteID,SiteName,CHApproach,CHMethod,Region,ProvTerr,LandTenure,UTMZone,Easting,Northing,Latitude,Longitude,Area_ha,Comments,DateEdited,CHStatus,CHDetail,CHVariant,FedDept,Shape_Leng,Shape_Area
77,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,350098.7775,5430598.158,49.01005586,-119.0499134,44.67846072,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3266.691175,446784.6072
78,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,328610.0301,5431664.775,49.01405005,-119.3439829,2.759565344,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,790.0384219,27595.65344
79,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,355482.3674,5430959.384,49.0145875,-118.9764676,4.477697156,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1253.398822,44776.97156
80,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,356928.8357,5431072.092,49.01593786,-118.9567371,0.067480521,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,118.7154981,674.8052064
81,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,356733.2592,5431084.912,49.01600774,-118.9594148,0.03787611,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,92.0940592,378.7611037
82,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,349438.8432,5431115.408,49.01454518,-119.0591238,7.001591644,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1286.797264,70015.91644
83,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345156.4205,5431368.963,49.0157648,-119.117747,1.877236104,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,957.9101012,18772.36104
84,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,358445.5085,5430966.52,49.01533852,-118.9359697,1.891918317,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,614.6977094,18919.18317
85,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,329461.0934,5431039.723,49.00866777,-119.3320911,151.8794994,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,10004.68971,1518794.994
86,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,344907.9995,5431613.668,49.01790217,-119.1212356,0.08290229,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,131.9505706,829.0229012
87,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,327845.1738,5431940.94,49.01631932,-119.3545512,4.892453677,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1247.439949,48924.53677
88,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,354796.7727,5430203.595,49.00763187,-118.9855678,160.572821,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,15015.07213,1605728.21
89,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345376.1584,5431643.991,49.01829225,-119.1148486,0.368394271,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,258.2579624,3683.942713
90,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,357926.1528,5430760.265,49.01336484,-118.9429962,67.63840701,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,11239.33423,676384.0701
91,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,349542.2368,5431571.27,49.0186685,-119.0578797,4.288707265,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1378.753285,42887.07265
92,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,341554.6344,5431824.746,49.01894758,-119.167149,1.104768635,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,614.0748196,11047.68635
93,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,350471.6888,5431319.814,49.0166339,-119.045083,8.228036094,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2447.744463,82280.36094
94,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,336750.4159,5431914.585,49.01850272,-119.2328437,11.34958275,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,2453.794352,113495.8275
95,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,354604.9618,5431549.159,49.01968356,-118.988671,4.806216337,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1076.741938,48062.16337
96,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345192.8751,5431803.277,49.01967819,-119.1174144,4.030188679,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1536.184063,40301.88679
97,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,344715.2675,5431766.807,49.01923032,-119.1239284,11.99488479,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3747.445674,119948.8479
98,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,351944.5306,5431839.847,49.02166415,-119.0251421,6.965933111,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1230.171136,69659.33111
99,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338509.1495,5432465.146,49.02391448,-119.2090266,0.228501452,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,270.6467761,2285.014523
100,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345609.0198,5432248.971,49.02378901,-119.1118962,1.022784313,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,485.2028241,10227.84313
101,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,342263.8314,5431692.934,49.01794441,-119.1574048,197.0392246,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,21093.88395,1970392.246
102,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338793.7845,5432569.427,49.0249263,-119.2051775,0.031933459,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,95.91584581,319.3345904
103,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,347031.1324,5432297.298,49.02457774,-119.0924751,2.356403692,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,640.5084511,23564.03692
104,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,333237.3421,5432623.357,49.02393402,-119.2811455,12.43868995,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,1900.546347,124386.8995
105,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338350.0252,5432594.259,49.02503339,-119.211253,0.617947861,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,642.6438838,6179.478615
106,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338696.4791,5432547.191,49.02470099,-119.2064987,0.796130791,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,731.6833219,7961.307909
107,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338243.0989,5432637.761,49.02539639,-119.2127319,0.049556708,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,125.9921589,495.5670819
108,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338349.2969,5432672.071,49.02573263,-119.2112939,0.055604385,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,124.9861836,556.0438454
109,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338261.5315,5432686.562,49.02583989,-119.2124994,0.030990411,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,83.99584842,309.9041114
110,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338313.2592,5432691.817,49.02590069,-119.2117944,0.095683201,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,142.5665196,956.832006
111,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,345900.8305,5432531.285,49.02639983,-119.1080146,0.097998899,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,149.9504267,979.9889942
112,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,347158.7711,5432489.206,49.02633454,-119.0908027,0.463337004,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,369.6210442,4633.370043
113,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338786.7551,5432698.292,49.02608282,-119.2053248,0.514332377,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,562.0797773,5143.323771
114,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338819.1304,5432773.046,49.02676323,-119.204912,0.110743648,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,165.7669218,1107.436478
115,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,344199.0828,5432663.582,49.02716161,-119.1313279,0.087198637,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,164.2010703,871.9863708
116,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338834.1198,5432855.777,49.02751081,-119.20474,0.255529628,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,306.3833363,2555.296282
117,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,344387.8456,5431156.424,49.01366087,-119.1281695,109.38575,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,10302.83411,1093857.5
118,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,338710.396,5432840.809,49.02734393,-119.2064252,0.633046006,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,535.6071925,6330.460059
119,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,342239.8754,5432665.298,49.02667906,-119.1581103,2.334759007,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,868.2053407,23347.59007
120,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,344171.1681,5432756.838,49.02799287,-119.1317453,0.075088785,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,200.7377395,750.8878547
121,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,330839.4973,5432733.312,49.02426948,-119.3139637,78.90454746,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3149.54224,789045.4746
122,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,332155.2,5432925.585,49.02635707,-119.2960608,35.87672731,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3077.978829,358767.2731
123,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,339661.625,5432682.439,49.02616834,-119.1933599,53.90661071,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,3458.469872,539066.1071
124,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,,869,869_2,Okanagan-Boundary,Landscape,"Observations, Habitat Features, Modelling, Critical Function Zone",,British Columbia/Columbie-Britannique,,11,327874.5722,5433335.031,49.02885758,-119.3547409,5.0328808,,1/27/2016,Final,Detailed Polygon,,Canadian Wildlife Service,984.1615959,50328.808
